StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,ESL_Screener,Aut_Group,Consent_Proceed,Age,Demographics_Ed,Q3,Q3_3_TEXT,Q4,Q5,Q5_7_TEXT,Q6,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q24_16,Q24_17,Q24_18,Q24_19,Q24_20,Q62,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q26,Q61,Q29,Q29_6_TEXT,Q30,Q1,Q2,Q3,Q4,Q5,Q6,Q7,PROLIFIC_PID,SESSION_ID,STUDY_ID,LIST_ID,Prac,feedback
2024-06-26 17:30:22,2024-06-26 17:32:56,IP Address,32.215.236.159,100,153,True,2024-06-26 17:32:56,R_7QLFMYdQsN1BMUb,,,,,41.6853,-72.9296,anonymous,EN,66467574dad014b033fa664c,Yes,No,"Yes, I give consent",33,Master,Male,,"$75,001 - $150,000",Nat. Amer.,,non-Hispanic,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,,I am left-handed.,,,,Not true,Somewhat true,Not true,Not true,Not true,Not true,Not true,66467574dad014b033fa664c,667c96760d95c677d07aae4a,6675e9e612bd2a2af68bed70,104,1,1
2024-06-26 17:25:47,2024-06-26 17:33:59,IP Address,50.83.224.98,100,492,True,2024-06-26 17:34:00,R_6hOgMwgkrJJg0JX,,,,,36.8811,-88.354,anonymous,EN,5bd4a0ff4b4f9e000112ff52,Yes,No,"Yes, I give consent",37,Some college,Female,,"Less than $20,000",Nat. Amer.,,non-Hispanic,Sometimes,Never,Frequently,Always,Sometimes,Always,Frequently,Never,Frequently,Frequently,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Frequently,Always,Sometimes,Frequently,Sometimes,Sometimes,Never,Always,Never,Never,Frequently,Always,Always,,Sometimes,Frequently,Never,Never,Never,Never,Frequently,Always,Frequently,Frequently,I've just kind of learned to function around it. I haven't used any particular strategies,I am right-handed.,"Attention Deficit Hyperactivity Disorder (ADHD), or ADD",,age 30,Somewhat true,Certainly true,Somewhat true,Not true,Not true,Not true,Not true,5bd4a0ff4b4f9e000112ff52,667c9547ed8b64371ed7a80e,6675e9e612bd2a2af68bed70,97,1,1
2024-06-26 17:31:46,2024-06-26 17:36:19,IP Address,172.56.201.42,100,273,True,2024-06-26 17:36:20,R_5UhhsNtv5SBk4Ap,,,,,45.5248,-122.6789,anonymous,EN,6630effa2a5bebfd7e23c33c,Yes,No,"Yes, I give consent",44,Associate,Female,,"$75,001 - $150,000",Nat. Amer.,,non-Hispanic,Sometimes,Never,Never,Never,Frequently,Sometimes,Never,Frequently,Frequently,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Frequently,Never,Never,Sometimes,Never,Never,Never,Always,Always,Frequently,,Frequently,Never,Never,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,,I am right-handed.,,,,Somewhat true,Somewhat true,Not true,Not true,Not true,Not true,Not true,6630effa2a5bebfd7e23c33c,667c96c984103ca37c23c199,6675e9e612bd2a2af68bed70,65,1,1
2024-06-26 17:33:22,2024-06-26 17:36:48,IP Address,73.75.229.28,100,206,True,2024-06-26 17:36:49,R_30KhNNCDFBrv9U5,,,,,41.6984,-88.0825,anonymous,EN,5f5fef6ce0809f0d5b3cde5c,Yes,No,"Yes, I give consent",23,Bachelor,Male,,"$150,001 - $175,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,None,I am left-handed.,"Attention Deficit Hyperactivity Disorder (ADHD), or ADD",,2011,Not true,Not true,Not true,Not true,Not true,Somewhat true,Not true,5f5fef6ce0809f0d5b3cde5c,667c972669f0d63f64366e19,6675e9e612bd2a2af68bed70,59,1,1
2024-06-26 17:20:03,2024-06-26 17:39:03,IP Address,23.182.129.71,100,1140,True,2024-06-26 17:39:03,R_5h97SW6frEMQOxH,,,,,37.751,-97.822,anonymous,EN,65e2d60d637373a334e3e222,Yes,No,"Yes, I give consent",25,Bachelor,Female,,"$75,001 - $150,000",White,,non-Hispanic,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Because I don't own a car,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Prepare a to-do list a day before work.,I am right-handed.,,,,Not true,Somewhat true,Not true,Not true,Not true,Certainly true,Not true,65e2d60d637373a334e3e222,667c93f1cca5f6823423c10c,6675e9e612bd2a2af68bed70,33,1,1
2024-06-26 17:36:44,2024-06-26 17:41:37,IP Address,73.212.136.182,100,292,True,2024-06-26 17:41:37,R_5t6dn3Kr3ulZw1P,,,,,39.1407,-77.1917,anonymous,EN,661c92bc6f7ab864a9a96633,Yes,No,"Yes, I give consent",31,Bachelor,Female,,"$75,001 - $150,000",White,,non-Hispanic,Sometimes,Frequently,Sometimes,Frequently,Never,Sometimes,Never,Never,Always,Sometimes,Sometimes,Never,Sometimes,Frequently,Frequently,Never,Never,Never,Never,Never,Frequently,Sometimes,Never,Never,Always,Never,Never,Frequently,Always,Frequently,,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Never,Sometimes,Sometimes,Frequently,"Taking my time and evaluating the task prior to completion ",I am right-handed.,Dyslexia,,14,Somewhat true,Certainly true,Somewhat true,Somewhat true,Certainly true,Somewhat true,Somewhat true,661c92bc6f7ab864a9a96633,667c97ec0d3c27624daf1885,6675e9e612bd2a2af68bed70,142,1,1
2024-06-26 17:38:40,2024-06-26 17:42:00,IP Address,24.198.221.160,100,200,True,2024-06-26 17:42:01,R_3slvofg6tm5PB7j,,,,,43.5825,-70.3513,anonymous,EN,5d6c5cca8cb0f70001b1fac5,Yes,No,"Yes, I give consent",42,Master,Female,,"Above $175,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Always,Always,Always,Always,,Always,Sometimes,Never,Never,Never,Never,Never,Frequently,Never,Never,None other than staying calm,I am right-handed.,,,,Certainly true,Certainly true,Not true,Not true,Not true,Not true,Somewhat true,5d6c5cca8cb0f70001b1fac5,667c98686b41b4fcf4faa53d,6675e9e612bd2a2af68bed70,120,1,1
2024-06-26 17:38:52,2024-06-26 17:43:33,IP Address,68.103.45.178,100,281,True,2024-06-26 17:43:34,R_1RDbeyLHgBO1TvX,,,,,37.7698,-97.4329,anonymous,EN,5c1a7844681a0600018e4d8d,Yes,No,"Yes, I give consent",39,High School,Female,,"$40,001 - $75,000",Click to write Choice 8,,Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Sometimes,Frequently,,Frequently,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,,I am right-handed.,,,,Somewhat true,Certainly true,Not true,Not true,Not true,Not true,Not true,5c1a7844681a0600018e4d8d,667c986fe57a1c6f476e495e,6675e9e612bd2a2af68bed70,56,1,1
2024-06-26 17:42:06,2024-06-26 17:46:16,IP Address,136.56.58.45,100,249,True,2024-06-26 17:46:17,R_7PSKUFKtDAQvEXo,,,,,35.8332,-78.8473,anonymous,EN,5dea7bbcf4c5e11a098a326d,Yes,No,"Yes, I give consent",45,Associate,Female,,"$40,001 - $75,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Frequently,Never,Sometimes,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,I am right-handed.,,,,Not true,Somewhat true,Not true,Not true,Not true,Not true,Not true,5dea7bbcf4c5e11a098a326d,667c9933b413fd17bc3db523,6675e9e612bd2a2af68bed70,130,1,1
2024-06-26 17:39:16,2024-06-26 17:47:39,IP Address,24.47.214.231,100,502,True,2024-06-26 17:47:40,R_6UW7ZgYVVuk0LmB,,,,,40.3913,-74.3247,anonymous,EN,65ccd95ff9e5a101324ddc8a,Yes,No,"Yes, I give consent",28,Bachelor,Female,,"$75,001 - $150,000",White,,non-Hispanic,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Frequently,,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,,I am right-handed.,Other,no,,Not true,Somewhat true,Not true,Not true,Somewhat true,Somewhat true,Not true,65ccd95ff9e5a101324ddc8a,667c9885d9d03d66d16e477d,6675e9e612bd2a2af68bed70,109,1,1
2024-06-26 17:42:50,2024-06-26 17:48:18,IP Address,68.1.253.182,100,328,True,2024-06-26 17:48:19,R_3PRH3C9NTsmnFdH,,,,,36.317,-94.1568,anonymous,EN,58635484a73baa00010db537,Yes,No,"Yes, I give consent",38,Some college,Female,,"$20,001 - $40,000",Nat. Amer.,,non-Hispanic,Sometimes,Sometimes,Never,Sometimes,Frequently,Frequently,Frequently,Sometimes,Always,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Frequently,Always,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Frequently,Always,Always,Never,,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Frequently,Sometimes,I don't think I have any compensatory strategies that I've developed to manage the coordination difficulties I have at times. I'm sorry - I'm not fully understanding the question.,I am right-handed.,,,,Certainly true,Certainly true,Certainly true,Not true,Somewhat true,Not true,Not true,58635484a73baa00010db537,667c995a907eb124d6f268a6,6675e9e612bd2a2af68bed70,26,1,1
2024-06-26 17:37:48,2024-06-26 17:48:30,IP Address,172.56.120.156,100,642,True,2024-06-26 17:48:31,R_5MhhlNoK31uIOvI,,,,,34.1928,-118.4886,anonymous,EN,65ccda59c52b0682fcee4765,Yes,No,"Yes, I give consent",27,Bachelor,Female,,"$75,001 - $150,000",Asian,,non-Hispanic,Never,Never,Sometimes,Sometimes,Never,Never,Frequently,Sometimes,Frequently,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Never,Sometimes,Sometimes,Frequently,Frequently,,Never,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,"Keeping things like keys in the same place always, making my bed as soon as I wake up, setting alarms and reminders in my phone, setting up auto-pay bills",I am right-handed.,"Attention Deficit Hyperactivity Disorder (ADHD), or ADD",,2020,Not true,Not true,Not true,Not true,Not true,Not true,Not true,65ccda59c52b0682fcee4765,667c983467579a9e76701065,6675e9e612bd2a2af68bed70,16,1,1
2024-06-26 17:36:38,2024-06-26 17:49:01,IP Address,108.26.147.111,100,743,True,2024-06-26 17:49:02,R_7wEwAXy2CMxAaeL,,,,,42.5945,-71.3571,anonymous,EN,6614515fb59119fc191b799e,Yes,No,"Yes, I give consent",42,Associate,Female,,"Less than $20,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Frequently,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Frequently,Always,Frequently,Sometimes,Always,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,,Frequently,Never,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,no,I am right-handed.,"Attention Deficit Hyperactivity Disorder (ADHD), or ADD",,28,Somewhat true,Somewhat true,Not true,Not true,Somewhat true,Not true,Somewhat true,6614515fb59119fc191b799e,667c96ee27c0ee3ec5e47789,6675e9e612bd2a2af68bed70,94,1,1
2024-06-26 17:42:07,2024-06-26 17:49:23,IP Address,172.56.94.246,100,435,True,2024-06-26 17:49:24,R_5DRfE5b05qYSnh7,,,,,30.2304,-97.7243,anonymous,EN,663becdaa4ce8c64218329d3,Yes,No,"Yes, I give consent",47,Some college,Male,,"$40,001 - $75,000",Nat. Amer.,,Hispanic,Sometimes,Sometimes,Frequently,Never,Frequently,Frequently,Frequently,Never,Frequently,Sometimes,Sometimes,Never,Never,Always,Always,Sometimes,Frequently,Never,Never,Never,Always,Sometimes,Never,Always,Never,Sometimes,Never,Always,Never,Always,Because driving gives me anxiety and I choose to not also have the additional anxiety of payments and such,Never,Never,Sometimes,Frequently,Always,Always,Never,Never,Always,Always,"Meditation and giving my body and mind a break when I can ",I am right-handed.,,,,Certainly true,Certainly true,Somewhat true,Not true,Certainly true,Certainly true,Not true,663becdaa4ce8c64218329d3,667c99364131a12a9dd00652,6675e9e612bd2a2af68bed70,80,1,1
2024-06-26 17:31:39,2024-06-26 17:49:42,IP Address,96.84.138.13,100,1083,True,2024-06-26 17:49:43,R_5pfozCStshgG2he,,,,,32.4644,-93.7207,anonymous,EN,60fe0df0dff66fde69e4ca76,Yes,No,"Yes, I give consent",21,High School,Female,,"$75,001 - $150,000",Asian,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Frequently,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,"I do not have coordination difficulties. ",I am right-handed.,,,,Not true,Somewhat true,Not true,Not true,Not true,Not true,Not true,60fe0df0dff66fde69e4ca76,667c96c3ccddf1660a4b7635,6675e9e612bd2a2af68bed70,93,1,1
2024-06-26 17:43:04,2024-06-26 17:49:55,IP Address,97.182.191.159,100,411,True,2024-06-26 17:49:56,R_6tJiyVFHIRb2Aet,,,,,33.5917,-112.1131,anonymous,EN,5f5eb22e58c9fb7782a6e90c,Yes,No,"Yes, I give consent",58,Bachelor,Male,,"$75,001 - $150,000",Nat. Amer.,,non-Hispanic,Sometimes,Frequently,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Frequently,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Frequently,Never,Never,Sometimes,Sometimes,Frequently,Always,Always,,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,"My left hand is very uncoordinated due to a stroke, so I end up using my right hand almost exclusively",I am right-handed.,,,,Somewhat true,Certainly true,Somewhat true,Not true,Not true,Not true,Not true,5f5eb22e58c9fb7782a6e90c,667c996d1452f373afd7ab01,6675e9e612bd2a2af68bed70,111,1,1
2024-06-26 17:44:58,2024-06-26 17:50:00,IP Address,47.13.62.120,100,302,True,2024-06-26 17:50:01,R_7ikfN5vSf11vnha,,,,,36.213,-86.3011,anonymous,EN,5bb6bbaff1f9ba000140c5c5,Yes,No,"Yes, I give consent",32,High School,Female,,"$40,001 - $75,000",Nat. Amer.,,non-Hispanic,Never,Frequently,Sometimes,Frequently,Never,Never,Frequently,Never,Frequently,Always,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,Frequently,Frequently,Sometimes,Always,Sometimes,Always,Always,Always,Never,Frequently,Frequently,Always,Always,"I do not yet drive. I was in a bad car accident as a child and have PTSD from that. I'm working through it in therapy and hope to drive in the near future. ",Always,Always,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Always,Frequently,Always,,I am right-handed.,"Attention Deficit Hyperactivity Disorder (ADHD), or ADD",,2024,Somewhat true,Somewhat true,Somewhat true,Not true,Certainly true,Not true,Not true,5bb6bbaff1f9ba000140c5c5,667c99df2dbadb018b6ffc78,6675e9e612bd2a2af68bed70,147,1,1
2024-06-26 17:46:14,2024-06-26 17:50:06,IP Address,71.187.64.113,100,231,True,2024-06-26 17:50:06,R_71EZz8tO6LLt6iw,,,,,40.4605,-74.3039,anonymous,EN,66645d7445d73c5f55be8948,Yes,No,"Yes, I give consent",39,Bachelor,Male,,"$75,001 - $150,000",Nat. Amer.,,non-Hispanic,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Frequently,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,I write a lot of lists,I am right-handed.,,,,Somewhat true,Not true,Not true,Not true,Not true,Not true,Somewhat true,66645d7445d73c5f55be8948,667c9a2d4bbadc60b6a7336b,6675e9e612bd2a2af68bed70,33,1,1
2024-06-26 17:48:41,2024-06-26 17:51:52,IP Address,76.37.0.18,100,190,True,2024-06-26 17:51:53,R_3mgBlQVrImTb8n4,,,,,42.723,-73.8177,anonymous,EN,663e3c2870a87bac315ac450,Yes,No,"Yes, I give consent",27,Bachelor,Female,,"$75,001 - $150,000",Nat. Amer.,,non-Hispanic,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Frequently,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Frequently,Sometimes,Never,Sometimes,Never,Never,,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,"I tend to rely pretty heavily on things like phone alarms to remind myself to do things. I also just tend to type over physically writing things down in most situations, and had an accommodation in college to be allowed to type my notes",I am right-handed.,Other,Depression/Anxiety,15,Somewhat true,Somewhat true,Not true,Not true,Not true,Somewhat true,Not true,663e3c2870a87bac315ac450,667c9ac0e964fed9ae435dc2,6675e9e612bd2a2af68bed70,120,1,1
2024-06-26 17:48:20,2024-06-26 17:52:18,IP Address,71.228.253.170,100,237,True,2024-06-26 17:52:19,R_5QVkm0wUNXMCti6,,,,,37.6875,-85.8747,anonymous,EN,60f8adb9a315f316c3aee425,Yes,No,"Yes, I give consent",45,Bachelor,Female,,"$40,001 - $75,000","White,Asian",,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,I have not had coordination difficulties in my everyday life.,I am right-handed.,,,,Not true,Somewhat true,Not true,Not true,Not true,Not true,Not true,60f8adb9a315f316c3aee425,667c9aaa9b97c5c4078adb72,6675e9e612bd2a2af68bed70,140,1,1
2024-06-26 17:40:16,2024-06-26 17:52:30,IP Address,107.77.197.63,100,734,True,2024-06-26 17:52:31,R_1ERzO3SjjvAzEoH,,,,,32.7797,-96.8022,anonymous,EN,661156fb2f5344cd9a7050ea,Yes,No,"Yes, I give consent",32,Bachelor,Female,,"$20,001 - $40,000",White,,non-Hispanic,Sometimes,Sometimes,Never,Sometimes,Frequently,Sometimes,Frequently,Never,Always,Sometimes,Never,Never,Sometimes,Frequently,Sometimes,Never,Sometimes,Always,Always,Always,Always,Frequently,Frequently,Sometimes,Always,Never,Always,Sometimes,Sometimes,Frequently,,Sometimes,Sometimes,Never,Frequently,Frequently,Always,Always,Sometimes,Frequently,Frequently,"Meditation and mindfulness helped me tremendously. ",I am left-handed.,"Attention Deficit Hyperactivity Disorder (ADHD), or ADD",,I was diagnosed at age 28,Not true,Not true,Not true,Somewhat true,Somewhat true,Not true,Somewhat true,661156fb2f5344cd9a7050ea,667c98c3826f829de7e1ca2c,6675e9e612bd2a2af68bed70,124,1,1
2024-06-26 17:52:20,2024-06-26 17:52:48,IP Address,65.76.33.216,100,28,True,2024-06-26 17:52:49,R_3pY8dIA2NGAbUoE,,,,,33.438,-111.7118,anonymous,EN,6645a794be029b87060615aa,Yes,"No, but I identify as being on the autism spectrum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6645a794be029b87060615aa,667c9b93eef38ca853d04149,6675e9e612bd2a2af68bed70,,,
2024-06-26 17:49:50,2024-06-26 17:53:26,IP Address,47.198.72.57,100,216,True,2024-06-26 17:53:27,R_3KQ2N69GcuvRh18,,,,,28.2793,-82.4628,anonymous,EN,6096d9b30d92183ab4f552a3,Yes,No,"Yes, I give consent",25,Associate,Male,,"$20,001 - $40,000",White,,Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Always,Frequently,Frequently,Always,Always,Frequently,Always,Frequently,Never,Sometimes,Never,Never,Never,Never,Never,Frequently,Frequently,Never,Sometimes,,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,,I am right-handed.,,,,Not true,Somewhat true,Not true,Not true,Not true,Not true,Not true,6096d9b30d92183ab4f552a3,667c9a944aa25756b2e1cabe,6675e9e612bd2a2af68bed70,1,1,1
2024-06-26 17:48:30,2024-06-26 17:54:07,IP Address,134.215.18.187,100,337,True,2024-06-26 17:54:08,R_7QMgo2hZQm0Hw1C,,,,,36.1671,-86.7861,anonymous,EN,61391e597dbe122a2dffb914,Yes,No,"Yes, I give consent",23,Bachelor,Female,,"$40,001 - $75,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Frequently,,Never,Sometimes,Frequently,Never,Never,Never,Sometimes,Sometimes,Never,Never,"Writing everything down, avoiding multitasking",I am right-handed.,,,,Somewhat true,Not true,Not true,Not true,Not true,Somewhat true,Not true,61391e597dbe122a2dffb914,667c9ab5216b53d88e7ab06e,6675e9e612bd2a2af68bed70,84,1,1
2024-06-26 17:53:50,2024-06-26 17:54:08,IP Address,66.118.99.45,100,18,True,2024-06-26 17:54:08,R_52tIoxvgVGZDdqA,,,,,31.5662,-81.4155,anonymous,EN,653c88e34739d6bcfc9d8252,Yes,Yes - as an adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653c88e34739d6bcfc9d8252,667c9bf52ac1bcbdd829938f,6675e9e612bd2a2af68bed70,,,
2024-06-26 17:44:47,2024-06-26 17:54:31,IP Address,76.150.152.42,100,583,True,2024-06-26 17:54:31,R_74gangHqSvO4qLD,,,,,41.6984,-88.0825,anonymous,EN,666ee97a07dce97b5c31bc1a,Yes,No,"Yes, I give consent",24,Associate,Female,,"$150,001 - $175,000",Nat. Amer.,,non-Hispanic,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Frequently,Frequently,Never,Never,Never,Never,Never,Never,Never,Sometimes,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Never,Never,Always,Always,Always,,Frequently,Frequently,Never,Never,Frequently,Frequently,Never,Frequently,Never,Never,,I am right-handed.,,,,Somewhat true,Certainly true,Not true,Not true,Not true,Somewhat true,Somewhat true,666ee97a07dce97b5c31bc1a,667c994f31e1fa5ae5a810f0,6675e9e612bd2a2af68bed70,17,1,1
2024-06-26 17:49:39,2024-06-26 17:54:35,IP Address,12.7.217.120,100,295,True,2024-06-26 17:54:35,R_1SoF1Q93UuJKULb,,,,,42.0128,-88.0967,anonymous,EN,600f4361d8ad4b1021236a24,Yes,No,"Yes, I give consent",40,Some college,Male,,"$40,001 - $75,000",Pac. Isles,,non-Hispanic,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Frequently,Never,Never,,Frequently,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,just trying to focus on my actions and take it slow and easy when needed,I am right-handed.,,,,Somewhat true,Somewhat true,Not true,Not true,Not true,Not true,Not true,600f4361d8ad4b1021236a24,667c9a80620a6149c7ee3c75,6675e9e612bd2a2af68bed70,33,1,1
2024-06-26 17:50:31,2024-06-26 17:54:42,IP Address,67.187.31.204,100,250,True,2024-06-26 17:54:42,R_58NeVEUbvfq6CnF,,,,,37.2759,-79.8839,anonymous,EN,61118b5fd788969295997051,Yes,No,"Yes, I give consent",21,Some college,Female,,"$75,001 - $150,000",Nat. Amer.,,non-Hispanic,Never,Never,Always,Always,Never,Never,Frequently,Never,Always,Frequently,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Never,Never,Always,Always,Always,,Frequently,Never,Frequently,Sometimes,Always,Never,Sometimes,Frequently,Sometimes,Sometimes,no,I am right-handed.,,,,Not true,Somewhat true,Not true,Not true,Not true,Not true,Not true,61118b5fd788969295997051,667c9b285f54268eb07f68f8,6675e9e612bd2a2af68bed70,132,1,1
2024-06-26 17:49:01,2024-06-26 17:54:57,IP Address,146.115.110.19,100,356,True,2024-06-26 17:54:58,R_7WxsuOfx0pZKtXg,,,,,42.4945,-71.0715,anonymous,EN,65cbdf2041914131784e9ec4,Yes,No,"Yes, I give consent",22,Bachelor,Female,,"$40,001 - $75,000",Asian,,non-Hispanic,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,,Never,Never,Sometimes,Sometimes,Frequently,"I am pretty short, and I am scared of other drivers. I'm not confident in my driving skills and find it scary.",Frequently,Never,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,I haven't really done anything like that.,I am right-handed.,,,,Not true,Not true,Not true,Not true,Somewhat true,Somewhat true,Not true,65cbdf2041914131784e9ec4,667c9ad68b94595dc2522b0e,6675e9e612bd2a2af68bed70,37,1,1
2024-06-26 17:43:48,2024-06-26 17:55:19,IP Address,172.59.97.101,100,691,True,2024-06-26 17:55:20,R_31c5eBBNQl8Rm4a,,,,,43.1166,-87.9904,anonymous,EN,657a1ef401a1c1d75e006915,Yes,No,"Yes, I give consent",51,Some college,Female,,"$20,001 - $40,000",White,,non-Hispanic,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,I am right-handed.,,,,Not true,Not true,Not true,Not true,Not true,Not true,Not true,657a1ef401a1c1d75e006915,667c99917f9daf488386458b,6675e9e612bd2a2af68bed70,84,1,1
